filename,pred_yolo,gt,class,iou_pred_c_gt,ioa_pred_c_gt,iou_pred_gt,ioa_pred_gt,score,box_inner,box_outer,cover,avg_area,slant_distance,time_to_landing
LFRN_28_35_20.jpeg,[[ 743.7399  1115.2399  1000.89105 1323.9476 ]],[[749.0 1118.0 992.0 1322.0]],[0],0.8022297815107692,0.9999999999798274,0.9236541746874094,0.9999999999798274,[0.9719566],[[ 755.73065 1120.7426   992.0251  1315.8882 ]],[[ 731.7492 1109.7372 1009.757  1332.0071]],1.0,61792.77,0.88896,
LTAI_36R_35_28.jpeg,[[1298.4303 1083.978  1746.1481 1412.9641]],[[1302.0 1084.0 1750.0 1423.0]],[0],0.9355107160803722,0.9941697922362636,0.9546090052357117,0.9620520936627232,[0.9814125],[[1310.421  1089.4807 1737.2821 1404.9047]],[[1286.4396 1078.4753 1755.014  1421.0236]],0.0,160509.34,0.35188,
RJAA_16L_35_20.jpeg,[[1250.7505 1029.6925 1370.7527 1103.9869]],[[1251.0 1029.0 1381.0 1106.0]],[0],0.7934498621365184,0.9893742486992383,0.8871640789101464,0.888806987327345,[0.83329546],[[1262.7412 1035.1952 1361.8867 1095.9275]],[[1238.7598 1024.1898 1379.6187 1112.0464]],0.0,12375.378,1.92608,
FTTJ_23_35_26.jpeg,[[ 693.8275 1444.6033 1096.1096 1695.3188]],[[700.9999999999999 1446.0 1094.0 1701.0]],[0],0.8961678587724098,0.9999999999900215,0.9504440520563444,0.9777209711912243,[0.97594196],[[ 705.81824 1450.106   1087.2437  1687.2594 ]],[[ 681.8368 1439.1006 1104.9756 1703.3783]],1.0,111826.15,0.50004,
LTAI_18L_35_10.jpeg,[[ 645.4761 1295.514   722.0901 1396.857 ]],[[663.0 1295.0 721.0 1398.0]],[0],0.533398298653821,0.9999999998326079,0.7477857014181798,0.9839127918559318,[0.7968017],[[ 657.4668 1301.0167  713.2241 1388.7976]],[[ 633.48535 1290.0114   730.95605 1404.9165 ]],1.0,11199.886,2.62984,
OMAD_13_35_18.jpeg,[[1496.9355 1278.3451 1674.2537 1495.6578]],[[1506.0 1295.0 1670.0 1492.0]],[0],0.7061305053216035,0.9999999999690479,0.8384396200869131,0.9999999999690479,[0.949152],[[1508.9263 1283.8478 1665.3877 1487.5984]],[[1484.9448 1272.8424 1683.1196 1503.7173]],1.0,45753.582,0.926,
LFRN_10_35_08.jpeg,[[ 949.93463 1199.0542  1016.53815 1291.1484 ]],[[960.0 1199.0 1011.0 1291.0]],[0],0.5077525503569406,0.9999999997868712,0.7641468200622183,0.999410877844062,[0.95339304],[[ 961.92535 1204.5569  1007.6722  1283.089  ]],[[ 937.9439 1193.5515 1025.404  1299.2079]],1.0,9240.722,2.9261600000000003,
FTTJ_23_35_04.jpeg,[[1155.3833 1220.4235 1192.7314 1292.9835]],[[1158.0 1220.0 1192.0 1294.0]],[0],0.5019223038384613,0.9999999996025438,0.8941986837011228,0.9805413319582507,[0.9378066],[[1167.374  1225.9261 1183.8655 1284.9241]],[[1143.3926 1214.9208 1201.5974 1301.043 ]],1.0,5012.728,4.66704,
LICJ_20_35_21.jpeg,[[1044.7766 1137.052  1193.9304 1284.4668]],[[1044.0 1135.0 1195.0 1288.0]],[0],0.8441682330884079,0.9999999999567155,0.9517152973910314,0.951715297349837,[0.9798769],[[1056.7673 1142.5547 1185.0645 1276.4073]],[[1032.7859 1131.5493 1202.7964 1292.5262]],1.0,27367.768,1.00008,
ZBAA_19_35_29.jpeg,[[1188.6567 1199.365  1624.6069 1518.5522]],"[[1185.9999999999998 1200.0000000000002 1633.9999999999998
  1519.0000000000002]]",[0],0.9380529290829468,0.998823438364942,0.9698585286814629,0.9717372502017608,[0.98116696],[[1200.6475 1204.8677 1615.741  1510.4928]],[[1176.666  1193.8623 1633.4729 1526.6117]],0.0,152002.22,0.463,
OMAD_13_35_26.jpeg,[[1603.1931 1317.886  2196.744  1654.8115]],[[1599.0 1326.0 2180.0 1654.0]],[0],0.8849540673044886,0.9999999999947525,0.9395846216857384,0.992782934186916,[0.9787274],[[1615.1838 1323.3887 2187.878  1646.7521]],[[1591.2024 1312.3833 2205.6099 1662.871 ]],1.0,215342.25,0.2778,
LCPH_11_35_17.jpeg,[[1635.5786 1089.168  1798.1748 1253.031 ]],[[1632.9999999999998 1089.0 1803.9999999999998 1265.0]],[0],0.8858974589312605,0.9777866709991162,0.8852839533285154,0.8852839532991,[0.974867],[[1647.5693 1094.6707 1789.3088 1244.9716]],[[1623.5879 1083.6653 1807.0408 1261.0905]],0.0,32549.158,1.61124,
LOWL_8_35_21.jpeg,[[1542.2637 1111.1382 1935.8875 1305.6643]],[[1543.0 1115.0 1936.0 1300.0]],[0],0.842971029392716,0.9999999999862459,0.9489919707845225,0.9997136161996723,[0.97332036],[[1554.2544 1116.6409 1927.0215 1297.6049]],[[1530.273  1105.6355 1944.7534 1313.7238]],1.0,86248.516,0.90748,
RJTT_04_35_14.jpeg,[[1558.6016 1299.2723 1653.2759 1442.8654]],[[1554.0 1299.0 1653.0 1450.0]],[0],0.8233508913812811,0.9999999999331058,0.9043502394942403,0.9067467050891891,[0.7548575],[[1570.5923 1304.775  1644.4099 1434.8059]],[[1546.6108 1293.7697 1662.1418 1450.9248]],1.0,18156.293,2.2964800000000003,
LEMD_32R_35_05.jpeg,[[1146.2957 1154.9183 1191.0852 1244.7491]],[[1140.0 1156.0 1194.0 1238.0]],[0],0.6523893477569778,0.9999999997741643,0.7685591384731144,0.8294361253913874,[0.8500937],[[1158.2864 1160.421  1182.2192 1236.6897]],[[1134.3049 1149.4156 1199.9512 1252.8086]],1.0,6787.358,4.3151600000000006,
FMEP_33_35_16.jpeg,[[1062.745  1172.4062 1133.3553 1256.6099]],[[1063.0 1173.0 1130.0 1257.0]],[0],0.6293652041725638,0.9999999998223169,0.9380544974750246,0.9953555150761184,[0.77584594],[[1074.7357 1177.9089 1124.4894 1248.5504]],[[1050.7543 1166.9036 1142.2213 1264.6693]],1.0,8942.344,2.90764,
LSZH_34_35_06.jpeg,[[1166.0082 1025.8622 1326.4489 1111.6908]],[[1163.0 1024.0 1314.0 1103.0]],[0],0.6620130866762514,0.9999999999161706,0.7992199912347612,0.9569759480080937,[0.94224703],[[1177.9989 1031.3649 1317.5829 1103.6313]],[[1154.0175 1020.3595 1335.3148 1119.7502]],1.0,18019.281,3.8892,
FTTJ_23_35_22.jpeg,[[1549.8535 1231.7518 1778.874  1403.6818]],[[1551.0 1230.0 1783.0 1405.0]],[0],0.8759394019431366,0.9999999999753695,0.9603219512853425,0.9649843662886347,[0.97936946],[[1561.8442 1237.2545 1770.008  1395.6223]],[[1537.8628 1226.2491 1787.74   1411.7412]],1.0,46350.24,1.55568,
DAAS_27_35_05.jpeg,[[1163.1755 1117.9104 1310.6091 1263.3423]],[[1172.0 1119.0 1312.0 1257.0]],[0],0.7220500362782726,0.9999999999482402,0.884187646117987,0.9900652203728615,[0.97848797],[[1175.1663 1123.4131 1301.7432 1255.2828]],[[1151.1848 1112.4077 1319.4751 1271.4017]],1.0,26757.148,3.83364,
YBBN_01_35_20.jpeg,[[ 802.1269  1276.8145   935.75226 1469.1355 ]],[[797.0 1277.0 943.0 1470.0]],[0],0.8859541996639584,0.9999999999645113,0.9103415750690034,0.9111426037235927,[0.9874224],[[ 814.1176 1282.3171  926.8863 1461.076 ]],[[ 790.13617 1271.3118   944.6182  1477.195  ]],1.0,31805.256,1.2408400000000002,
LCPH_29_35_22.jpeg,[[1478.4951 1182.4058 1549.1248 1264.1548]],[[1482.0 1177.0 1549.0 1267.0]],[0],0.6915400932249517,0.9999999998341624,0.8657227172610336,0.908322482488255,[0.7662013],[[1490.4858 1187.9084 1540.2588 1256.0953]],[[1466.5044 1176.9031 1557.9907 1272.2142]],1.0,8719.668,1.05564,
FMEP_15_35_11.jpeg,[[ 794.4536  958.056  1015.3816 1096.0128]],[[795.0 954.0 1016.0 1100.0]],[0],0.8807435863206117,0.9999999999690076,0.9400693122178192,0.9422654292879317,[0.9821655],[[ 806.44434  963.5587  1006.5156  1087.9534 ]],[[ 782.4629   952.55334 1024.2476  1104.0723 ]],1.0,36634.953,2.24092,
VDPP_5_35_15.jpeg,[[1592.3496 1143.4385 1674.8828 1292.2559]],[[1593.0 1144.0 1681.0 1298.0]],[0],0.8072240168615304,0.9999999999262101,0.886441194222933,0.8957797177046718,[0.97632617],[[1604.3403 1148.9412 1666.0168 1284.1964]],[[1580.3589 1137.9358 1683.7488 1300.3153]],1.0,16788.4,1.62976,
VQPR_33_35_21.jpeg,[[1059.6447  799.6135 1406.8676 1049.3706]],[[1059.0 797.9999999999999 1411.0 1049.0]],[0],0.9115743413043504,0.9999999999886817,0.9786621787201019,0.9800875478888992,[0.97628397],[[1071.6354  805.1162 1398.0016 1041.3112]],[[1047.6539   794.11084 1415.7335  1057.43   ]],1.0,96922.43,1.37048,
EHAM_18R_35_00.jpeg,[[1368.3506 1099.2164 1494.1057 1182.1588]],[[1364.0 1096.0 1493.0 1182.0]],[0],0.7841001869719306,0.9999999999098611,0.9208797137561789,0.9301355156658389,[0.9573513],[[1380.3413 1104.7191 1485.2397 1174.0994]],[[1356.3599 1093.7137 1502.9717 1190.2183]],1.0,14148.702,5.22264,
GCRR_21_35_30.jpeg,[[ 911.23267 1112.8988  1016.11816 1260.1954 ]],[[914.0 1112.0 1016.0 1260.0]],[0],0.7463390371285988,0.9999999999337572,0.9654695533075441,0.9939270018872846,[0.97725743],[[ 923.2234 1118.4015 1007.2522 1252.136 ]],[[ 899.24194 1107.3961  1024.9841  1268.2549 ]],1.0,20226.732,0.42596,
LICJ_20_35_15.jpeg,[[1258.3478 1133.5187 1322.091  1201.1747]],[[1259.0 1137.0 1326.0 1204.0]],[0],0.6533215320324661,0.9999999997772332,0.8518914252011465,0.901947249395034,[0.9556626],[[1270.3385 1139.0214 1313.225  1193.1152]],[[1246.357  1128.016  1330.9569 1209.2341]],1.0,6871.0425,1.87052,
WSSS_20R_35_16.jpeg,[[1326.6364 1310.7028 1414.9156 1442.7267]],[[1323.0 1307.0 1422.0 1451.0]],[0],0.89471783984065,0.9985148111278749,0.8175490665114689,0.8175490664541211,[0.9799554],[[1338.6271 1316.2054 1406.0497 1434.6672]],[[1314.6456 1305.2001 1423.7816 1450.7861]],0.0,15888.678,2.00016,
YMLT_14R_35_07.jpeg,[[1665.3328 1120.7689 1890.1304 1331.8881]],[[1669.0 1124.0 1885.0 1332.0]],[0],0.814002674094266,0.9999999999777421,0.9456769455434075,0.9994618342250499,[0.9626377],[[1677.3235 1126.2716 1881.2644 1323.8286]],[[1653.342  1115.2662 1898.9963 1339.9475]],1.0,55193.92,3.1484,
CYUL_24R_35_19.jpeg,[[1028.618  1206.6401 1077.0631 1288.7781]],[[1016.0 1187.0 1079.0 1284.0]],[0],0.682307526590163,0.8457468984161642,0.5908898953021612,0.6132717827391242,[0.85458547],[[1040.6088 1212.1428 1068.1971 1280.7186]],[[1016.6273 1201.1375 1085.9291 1296.8375]],0.0,6632.183,2.0372000000000003,
LFRN_28_35_22.jpeg,[[ 966.2833 1209.1273 1084.7279 1352.8229]],[[966.0 1208.0 1091.0 1358.0]],[0],0.8559222508758046,0.9999999999466667,0.9077311458333334,0.907731145784921,[0.9804384],[[ 978.27405 1214.63    1075.8619  1344.7634 ]],[[ 954.2926 1203.6246 1093.5939 1360.8823]],1.0,21906.195,0.72228,
EHAM_18R_35_06.jpeg,[[1552.208  1273.2957 1666.0498 1453.7588]],[[1548.0 1275.0 1667.0 1456.0]],[0],0.8241467015278445,0.9999999999535726,0.9363731253946505,0.94480810404983,[0.9774785],[[1564.1987 1278.7983 1657.1838 1445.6993]],[[1540.2173 1267.793  1674.9158 1461.8182]],1.0,26134.91,4.3151600000000006,
RJTT_22_35_24.jpeg,[[1179.3563 1124.4001 1264.8414 1224.6934]],[[1180.0 1122.0 1262.0 1226.0]],[0],0.7043520314782092,0.9999999998827391,0.9263884145738119,0.9643578161429283,[0.9440694],[[1191.347  1129.9028 1255.9755 1216.6339]],[[1167.3656 1118.8975 1273.7074 1232.7528]],1.0,12107.582,1.7594,
LFRS_03_35_23.jpeg,[[1115.2078 1205.1869 1245.1609 1331.723 ]],[[1112.0 1203.0 1251.0 1334.0]],[0],0.861834217922864,0.999999999945082,0.9030570391015432,0.9030570390519492,[0.98005885],[[1127.1985 1210.6896 1236.2949 1323.6636]],[[1103.217  1199.6842 1254.0269 1339.7825]],1.0,21128.193,1.31492,
RJAA_16L_35_16.jpeg,[[1530.4788 1271.365  1623.4036 1345.0554]],[[1529.0 1268.0 1625.0 1348.0]],[0],0.7735910081377203,0.9999999998697916,0.8916235605875651,0.8916235604714683,[0.9216005],[[1542.4695 1276.8677 1614.5376 1336.996 ]],[[1518.488  1265.8623 1632.2695 1353.1149]],1.0,9927.727,2.4076000000000004,
VHHH_07L_35_11.jpeg,[[ 373.41284 1138.0723  1516.1359  1770.3855 ]],[[405.0 1138.0 1562.0 1793.0]],[0],0.9056091799312648,0.9465114603212104,0.9032896827927857,0.927096148881754,[0.97331434],[[ 385.40356 1143.575   1507.2699  1762.326  ]],[[ 361.42212 1132.5696  1525.0018  1778.445  ]],0.0,751527.5,2.18536,
LFRS_03_35_02.jpeg,[[1596.6581   892.75464 1746.1215  1057.2996 ]],[[1601.0 894.0 1738.0 1047.0]],[0],0.6909793405390614,0.9999999999522924,0.8523004698042169,0.9999999999522924,[0.98351735],[[1608.6488  898.2573 1737.2555 1049.2401]],[[1584.6674   887.25195 1754.9874  1065.359  ]],1.0,30335.205,4.778160000000001,
FTTJ_23_35_29.jpeg,[[ 847.4292 1138.321   900.6437 1226.7537]],[[844.0 1139.0 900.0 1224.0]],[0],0.630057158649345,0.9999999997899159,0.894172617297608,0.9387642994679591,[0.9381461],[[ 859.4199 1143.8237  891.7777 1218.6942]],[[ 835.4385  1132.8184   909.50964 1234.8131 ]],1.0,7554.87,0.12964,
YBBN_01_35_16.jpeg,[[ 697.4401   819.98553  966.9389  1004.04767]],[[709.0 821.0 970.0 1006.0]],[0],0.841476447739351,0.9999999999792897,0.9317349721906413,0.9778422894387014,[0.97506154],[[709.43085 825.4882  958.07294 995.9882 ]],[[ 685.4494   814.48285  975.8049  1012.1071 ]],1.0,57381.285,1.88904,
EDDV_09L_35_10.jpeg,[[1406.6675 1165.8594 1533.6992 1347.3596]],[[1401.0 1167.0 1535.0 1348.0]],[0],0.8407670083705351,0.9999999999587696,0.9390341595238283,0.9446440147700651,[0.95158595],[[1418.6582 1171.362  1524.8333 1339.3002]],[[1394.6768 1160.3567 1542.5652 1355.4191]],1.0,28847.469,2.75948,
WSSS_20R_35_21.jpeg,[[1007.65186  954.6882  1125.5562  1045.4948 ]],[[1009.0 957.0 1131.0 1049.0]],[0],0.7750147152225969,0.9999999999109052,0.8879748132489244,0.9189778755815627,[0.9435033],[[1019.6426   960.19086 1116.6902  1037.4353 ]],[[ 995.66113  949.1855  1134.4221  1053.5542 ]],1.0,14482.306,0.88896,
YMLT_32L_35_16.jpeg,[[1237.5054 1219.7618 1369.4275 1314.454 ]],[[1236.0 1220.0 1385.0 1321.0]],[0],0.8347683655329872,0.9549896444415749,0.8262747754331872,0.8279998096249923,[0.95876765],[[1249.4961 1225.2645 1360.5615 1306.3945]],[[1225.5146 1214.2592 1378.2935 1322.5134]],0.0,16538.959,1.12972,
ZBAA_36R_35_23.jpeg,[[ 754.6388 1200.5498  803.2388 1287.3704]],[[753.0 1206.0 803.0 1292.0]],[0],0.6167308697807337,0.9999999997674418,0.8583996985038689,0.9151555372136447,[0.95583975],[[ 766.6295 1206.0525  794.3728 1279.3109]],[[ 742.6481  1195.0471   812.10474 1295.4298 ]],1.0,6972.247,1.59272,
CYYZ_05_35_11.jpeg,[[1462.835  1247.4658 1531.2913 1328.5264]],[[1464.0 1253.0 1539.0 1344.0]],[0],0.6959995485331413,0.9185254441476977,0.6969796353883513,0.7446541234906058,[0.83938855],[[1474.8257 1252.9685 1522.4253 1320.4669]],[[1450.8442 1241.9631 1540.1572 1336.5858]],0.0,8451.034,2.315,
WSSS_02L_35_04.jpeg,[[1529.1938 1254.7578 1586.156  1347.7832]],[[1533.0 1253.0 1587.0 1318.0]],[0],0.42317103480543616,0.9999999997150998,0.6171402856595669,0.9577498827213512,[0.8967085],[[1541.1846 1260.2605 1577.29   1339.7238]],[[1517.2031 1249.2551 1595.022  1355.8427]],1.0,8294.519,4.111440000000001,
LWSK_16_35_10.jpeg,[[ 180.68396  769.595   1349.7891  1332.509  ]],[[211.0 769.0 1379.0 1333.0]],[0],0.9280506260692681,0.9825813606978877,0.9485409266962357,0.9731133681589859,[0.9754426],[[ 192.67468  775.09766 1340.9231  1324.4496 ]],[[ 168.69324  764.0923  1358.655   1340.5685 ]],0.0,685984.6,3.241,
LFSB_33_35_04.jpeg,[[1012.8503 1038.0063 1148.8613 1164.3733]],[[1009.0 1036.0 1156.0 1164.0]],[0],0.857206998426759,0.9999999999468537,0.9082914908106922,0.9107423796496509,[0.97480214],[[1024.8411 1043.509  1139.9954 1156.3138]],[[1000.85956 1032.5037  1157.7273  1172.4327 ]],1.0,21950.357,3.7966,
RPMD_23_35_27.jpeg,[[1359.2983 1303.986  1485.125  1407.1818]],[[1378.0 1317.0 1471.0 1394.0]],[0],0.4181252950823037,0.9999999998603547,0.5514916874604875,0.9999999998603547,[0.94211036],[[1371.2891 1309.4886 1476.259  1399.1223]],[[1347.3076 1298.4833 1493.991  1415.2412]],1.0,17126.445,0.12964,
VHHH_07L_35_17.jpeg,[[ 825.1603 1043.907   939.1787 1148.603 ]],[[823.0 1041.0 929.0 1138.0]],[0],0.6446360251781559,0.9999999999027426,0.7848693696531417,0.9502618903291364,[0.9626817],[[ 837.151   1049.4097   930.31274 1140.5436 ]],[[ 813.16956 1038.4043   948.0447  1156.6625 ]],1.0,15950.086,1.51864,
OMAD_13_35_02.jpeg,[[1439.3486  1021.27075 1682.1846  1207.5266 ]],[[1443.0 1023.0 1679.0 1217.0]],[0],0.8571612941664475,0.9927116472479696,0.9174754274320868,0.9511680996087352,[0.97427785],[[1451.3394 1026.7734 1673.3186 1199.4672]],[[1427.3579  1015.76807 1691.0505  1215.586  ]],0.0,52690.53,4.592960000000001,
LGSM_27_35_06.jpeg,[[1309.8422 1341.398  1586.6334 1487.6013]],[[1285.0 1337.0 1589.0 1491.0]],[0],0.9051921152918725,0.9577255248818866,0.8644014099079375,0.8644014098894737,[0.9746209],[[1321.8329 1346.9006 1577.7675 1479.5419]],[[1297.8514 1335.8953 1595.4994 1495.6608]],0.0,47553.875,3.62992,
KMIA_9_35_10.jpeg,[[1792.1506 1433.2695 1856.1084 1503.2249]],[[1792.0 1431.0 1858.0 1508.0]],[0],0.7174432283710009,0.999999999803227,0.8803986688619146,0.8803986686886759,[0.95648295],[[1804.1414 1438.7722 1847.2424 1495.1654]],[[1780.1599 1427.7668 1864.9744 1511.2843]],1.0,7083.4873,3.64844,
ZBAA_18L_35_23.jpeg,[[ 743.3326  1104.7917   887.33746 1176.3718 ]],[[752.9999999999999 1105.0 885.9999999999999 1174.0]],[0],0.653787137896745,0.9999999998910319,0.8902896846788382,0.9999999998910319,[0.9531624],[[ 755.3233 1110.2944  878.4715 1168.3124]],[[ 731.34186 1099.2891   896.2034  1184.4313 ]],1.0,14036.679,1.0186000000000002,
OMAD_13_35_06.jpeg,[[1432.1301 1218.1179 1504.1719 1284.3401]],[[1434.0 1218.0 1505.0 1285.0]],[0],0.6418112075529522,0.9999999997897834,0.9520791550360455,0.9768622434213299,[0.94985455],[[1444.1208 1223.6206 1495.3059 1276.2806]],[[1420.1394 1212.6152 1513.0378 1292.3995]],1.0,7411.837,3.00024,
RJTT_22_35_27.jpeg,[[ 953.29517 1112.9169  1098.5591  1260.9877 ]],[[960.0 1112.0 1095.0 1243.0]],[0],0.6586454673497781,0.9999999999434549,0.8117747947225089,0.9930009914157018,[0.93072075],[[ 965.2859 1118.4196 1089.6931 1252.9282]],[[ 941.30444 1107.4142  1107.425   1269.0471 ]],1.0,26850.56,0.96304,
LFRS_21_35_02.jpeg,[[1456.2882 1083.1603 1558.0944 1257.5568]],[[1456.0 1082.0 1558.0 1258.0]],[0],0.7786415208655458,0.9999999999442959,0.987184381225656,0.9880892904373155,[0.9830922],[[1468.2789 1088.663  1549.2284 1249.4973]],[[1444.2975 1077.6576 1566.9603 1265.6162]],1.0,23055.54,4.40776,
YBBN_01_35_09.jpeg,[[1709.8392 1339.4342 1820.8048 1404.6154]],[[1732.0 1346.0000000000002 1812.0 1393.0000000000002]],[0],0.3622309438651358,0.9999999997340426,0.5198493799933652,0.9999999997340426,[0.94244164],[[1721.83   1344.9369 1811.9388 1396.5559]],[[1697.8485 1333.9315 1829.6708 1412.6748]],1.0,10380.118,2.72244,
RJTT_22_35_08.jpeg,[[1033.5138 1267.2886 1235.5438 1370.7583]],[[1068.0 1270.0 1233.0 1350.0]],[0],0.5060409082679554,0.9999999999242424,0.6314583301410354,0.9999999999242424,[0.9103931],[[1045.5045 1272.7913 1226.6779 1362.6989]],[[1021.5231 1261.7859 1244.4098 1378.8177]],1.0,26084.848,3.83364,
LSZH_34_35_20.jpeg,[[ 936.7509  1003.32404 1060.7473  1184.2065 ]],[[932.0 1003.0 1061.0 1188.0]],[0],0.8473009811285586,0.9999999999580976,0.939818952309868,0.9398189522704874,[0.97788924],[[ 948.74164 1008.8267  1051.8813  1176.1471 ]],[[ 924.7602   997.82135 1069.6133  1192.266  ]],1.0,28165.906,2.0186800000000003,
SEQM_18_35_18.jpeg,[[1258.455  1226.4906 1307.0844 1305.2533]],[[1252.0 1228.0 1310.0 1307.0]],[0],0.714231044053986,0.9999999997817546,0.8069725691006576,0.8198998263344859,[0.95398337],[[1270.4457 1231.9933 1298.2184 1297.1938]],[[1246.4642 1220.9879 1315.9503 1313.3127]],1.0,6415.291,1.852,
OMAD_31_35_00.jpeg,[[1394.0895 1395.7979 1467.9115 1535.0564]],[[1393.0 1400.0 1464.0 1532.0]],[0],0.6477356619324981,0.9999999998932991,0.885269424423818,0.9846552458236336,[0.95016015],[[1406.0802 1401.3005 1459.0455 1526.997 ]],[[1382.0988 1390.2952 1476.7775 1543.1158]],1.0,14468.865,5.037440000000001,
